hgnc_id	symbol	name	locus_group	locus_type	status	location	location_sortable	alias_symbol	alias_name	prev_symbol	prev_name	gene_group	gene_group_id	date_approved_reserved	date_symbol_changed	date_name_changed	date_modified	entrez_id	ensembl_gene_id	vega_id	ucsc_id	ena	refseq_accession	ccds_id	uniprot_ids	pubmed_id	in_omim	in_panelapp_uk
HGNC:1546	SERPINH1	serpin family H member 1	protein-coding gene	gene with protein product	Approved	11q13.5	11q13.5	HSP47	collagen binding protein 1|colligin|heat shock protein 47	CBP1|CBP2|SERPINH2	serine (or cysteine) proteinase inhibitor, clade H (heat shock protein 47), member 2|serine (or cysteine) proteinase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)|serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)	Serpin peptidase inhibitors	739	1994-01-10		2016-04-06	2023-01-20	871	ENSG00000149257	OTTHUMG00000165362	uc009yug.4	X61598	NM_004353	CCDS8239	P50454	7656593|9533029|24172014	True	True
HGNC:8943	SERPINI1	serpin family I member 1	protein-coding gene	gene with protein product	Approved	3q26.1	03q26.1		neuroserpin	PI12	serine (or cysteine) proteinase inhibitor, clade I (neuroserpin), member 1	Serpin peptidase inhibitors	739	1995-12-20		2016-04-06	2023-01-20	5274	ENSG00000163536	OTTHUMG00000158450	uc003ffa.5	Z81326	NM_001122752	CCDS3203	Q99574	24172014	True	True
HGNC:10760	SET	SET nuclear proto-oncogene	protein-coding gene	gene with protein product	Approved	9q34.11	09q34.11	PHAPII|2PP2A|IPP2A2|TAF-IBETA|IGAAD|TAF-I	protein phosphatase type 2A inhibitor|Template-Activating Factor-I|chromatin remodelling factor|HLA-DR-associated protein II|inhibitor of granzyme A-activated DNase		SET translocation (myeloid leukemia-associated)	INHAT complex|SET complex|Nucleosome assembly protein superfamily	1658|1659|2305	1998-04-20		2014-06-25	2023-01-20	6418	ENSG00000119335	OTTHUMG00000020755	uc004bvu.5	M93651	NM_001122821		Q01105	1630450|8626647	True	False
HGNC:15573	SETBP1	SET binding protein 1	protein-coding gene	gene with protein product	Approved	18q12.3	18q12.3	SEB|KIAA0437						2001-06-05			2023-01-20	26040	ENSG00000152217	OTTHUMG00000132613	uc010dni.3	AB022660	NM_001130110		Q9Y6X0	11231286|23222956	True	True
HGNC:29010	SETD1A	SET domain containing 1A, histone lysine methyltransferase	protein-coding gene	gene with protein product	Approved	16p11.2	16p11.2	KIAA0339|Set1|KMT2F|SET1A			SET domain containing 1A	Non-histone lysine methyltransferases|RNA binding motif containing|SET domain containing|Histone lysine methyltransferases	487|725|1399|3410	2006-02-15		2018-12-21	2024-11-07	9739	ENSG00000099381	OTTHUMG00000150474	uc002ead.2	AB002337	NM_014712	CCDS32435	O15047	9205841|12670868	True	True
HGNC:29187	SETD1B	SET domain containing 1B, histone lysine methyltransferase	protein-coding gene	gene with protein product	Approved	12q24.31	12q24.31	KIAA1076|Set1B|KMT2G			SET domain containing 1B	Non-histone lysine methyltransferases|RNA binding motif containing|SET domain containing|Histone lysine methyltransferases	487|725|1399|3410	2006-02-15		2018-12-21	2024-11-07	23067	ENSG00000139718	OTTHUMG00000169080	uc058ujh.1	AB028999	NM_001353345	CCDS86338	Q9UPS6	10470851|17355966	True	True
HGNC:18420	SETD2	SET domain containing 2, histone lysine methyltransferase	protein-coding gene	gene with protein product	Approved	3p21.31	03p21.31	HYPB|HIF-1|KIAA1732|FLJ23184|KMT3A			SET domain containing 2	SET domain containing|Histone lysine methyltransferases	1399|3410	2006-02-15		2018-12-21	2024-11-07	29072	ENSG00000181555	OTTHUMG00000133514	uc003cqs.4	AJ238403	NM_014159	CCDS2749|CCDS93261	Q9BYW2	16118227|11461154	True	True
HGNC:25566	SETD5	SET domain containing 5	protein-coding gene	gene with protein product	Approved	3p25.3	03p25.3	FLJ10707|SETD5A				Non-histone lysine methyltransferases|SET domain containing	487|1399	2006-02-15			2024-11-08	55209	ENSG00000168137	OTTHUMG00000150491	uc003brt.3	BC020956	NM_001080517	CCDS46741	Q9C0A6	11214970|27864380|32442403	True	True
HGNC:445	SETX	senataxin	protein-coding gene	gene with protein product	Approved	9q34.13	09q34.13	KIAA0625|AOA2|Sen1|STEX		ALS4|SCAR1	amyotrophic lateral sclerosis 4|spinocerebellar ataxia, recessive, non-Friedreich type 1	UPF1 like RNA helicases|SSU processome	1169|1484	1996-10-26	2005-11-29	2005-11-29	2023-01-20	23064	ENSG00000107290	OTTHUMG00000020834	uc004cbk.4	AB014525	NM_015046	CCDS6947	Q7Z333	9497266|11022012	True	True
HGNC:10768	SF3B1	splicing factor 3b subunit 1	protein-coding gene	gene with protein product	Approved	2q33.1	02q33.1	SAP155|SF3b155|PRPF10|Prp10|Hsh155			splicing factor 3b, subunit 1, 155kD|splicing factor 3b, subunit 1, 155kDa	Armadillo like helical domain containing|SF3b complex|B-WICH chromatin-remodelling complex subunits	1492|1517|1787	2000-02-29		2015-11-09	2023-01-20	23451	ENSG00000115524	OTTHUMG00000154447	uc002uue.4	AF054284	NM_001005526		O75533	9585501	True	False
HGNC:10769	SF3B2	splicing factor 3b subunit 2	protein-coding gene	gene with protein product	Approved	11q13.1	11q13.1	SAP145|SF3b1|Cus1|SF3b145			splicing factor 3b, subunit 2, 145kD|splicing factor 3b, subunit 2, 145kDa	Armadillo like helical domain containing|SF3b complex	1492|1517	2000-02-29		2015-11-09	2023-01-20	10992	ENSG00000087365	OTTHUMG00000166751	uc001ogy.2	U41371	NM_006842	CCDS31612	Q13435	8566756	True	True
HGNC:10771	SF3B4	splicing factor 3b subunit 4	protein-coding gene	gene with protein product	Approved	1q21.2	01q21.2	SAP49|SF3b49|Hsh49			splicing factor 3b, subunit 4, 49kD|splicing factor 3b, subunit 4, 49kDa	RNA binding motif containing|SF3b complex	725|1517	2000-02-29		2015-11-09	2023-01-20	10262	ENSG00000143368	OTTHUMG00000012208	uc001etk.3	L35013	NM_005850	CCDS72900	Q15427	7958871	True	True
HGNC:10778	SFRP4	secreted frizzled related protein 4	protein-coding gene	gene with protein product	Approved	7p14.1	07p14.1	frpHE|FRP-4|FRPHE|FRZB-2			secreted frizzled-related protein 4	Secreted frizzled-related proteins	733	1998-07-15		2016-03-18	2023-01-20	6424	ENSG00000106483	OTTHUMG00000023026	uc003tfo.5	AF026692	NM_003014	CCDS5453	Q6FHJ7	10211996|11069730	True	True
HGNC:10798	SFTPA1	surfactant protein A1	protein-coding gene	gene with protein product	Approved	10q22.3	10q22.3	SP-A|SP-A1|COLEC4	surfactant, pulmonary-associated protein A1A	SFTP1	surfactant, pulmonary-associated protein A1	Collectins|C-type lectin domain containing	491|1298	2001-06-22		2008-08-26	2023-01-20	653509	ENSG00000122852	OTTHUMG00000018565	uc001kar.4	BC026229	NM_005411	CCDS44444|CCDS44445	Q8IWL2		True	True
HGNC:10799	SFTPA2	surfactant protein A2	protein-coding gene	gene with protein product	Approved	10q22.3	10q22.3	SP-A2|COLEC5	surfactant, pulmonary-associated protein A2A		surfactant, pulmonary-associated protein A2	Collectins|C-type lectin domain containing	491|1298	1997-04-16		2008-08-26	2023-01-20	729238	ENSG00000185303	OTTHUMG00000018566	uc001kal.5		NM_001098668	CCDS41540	Q8IWL1		True	True
HGNC:10801	SFTPB	surfactant protein B	protein-coding gene	gene with protein product	Approved	2p11.2	02p11.2	SP-B		SFTP3	surfactant, pulmonary-associated protein B			1988-07-06		2008-08-26	2023-01-20	6439	ENSG00000168878	OTTHUMG00000130181	uc002sqh.4	J02761	NM_198843	CCDS1983	P07988	2924687|1346779	True	True
HGNC:10802	SFTPC	surfactant protein C	protein-coding gene	gene with protein product	Approved	8p21.3	08p21.3	SP-C|PSP-C|SMDP2|BRICD6	BRICHOS domain containing 6	SFTP2	surfactant, pulmonary-associated protein C	BRICHOS domain containing	457	1988-05-11		2008-08-26	2023-01-20	6440	ENSG00000168484	OTTHUMG00000163775	uc003xaz.4		NM_003018		P11686	1859376|16709565	True	True
HGNC:16088	SFXN4	sideroflexin 4	protein-coding gene	gene with protein product	Approved	10q26.11	10q26.11	SLC56A4				Mitochondrial respiratory chain complex assembly factors|Solute carrier family 56, sideroflexins	645|746	2003-04-25			2023-04-12	119559	ENSG00000183605	OTTHUMG00000019147	uc001leb.4		NM_213649	CCDS7610	Q6P4A7	14756423|35333655	True	True
HGNC:10805	SGCA	sarcoglycan alpha	protein-coding gene	gene with protein product	Approved	17q21.33	17q21.33	SCARMD1|LGMD2D|adhalin|DMDA2|A2	50kD DAG|adhalin|limb girdle muscular dystrophy 2D	ADL	sarcoglycan, alpha (50kDa dystrophin-associated glycoprotein)			1994-12-14		2015-11-13	2023-01-20	6442	ENSG00000108823	OTTHUMG00000162024	uc002iqi.4	L34355	NM_000023	CCDS32679|CCDS45729	Q16586	7937874	True	True
HGNC:10806	SGCB	sarcoglycan beta	protein-coding gene	gene with protein product	Approved	4q12	04q12	SGC|A3b		LGMD2E	sarcoglycan, beta (43kDa dystrophin-associated glycoprotein)			1995-01-24		2015-11-13	2023-01-20	6443	ENSG00000163069	OTTHUMG00000128697	uc003gzj.3	U29586	NM_000232	CCDS3488	Q16585	8968749	True	True
HGNC:10807	SGCD	sarcoglycan delta	protein-coding gene	gene with protein product	Approved	5q33.2-q33.3	05q33.2-q33.3	DAGD|LGMD2F|CMD1L			sarcoglycan, delta (35kDa dystrophin-associated glycoprotein)			1997-07-22		2015-11-13	2023-01-20	6444	ENSG00000170624	OTTHUMG00000163445	uc003lwc.5	BX537948	NM_000337		Q92629	8776597|8841194|10974018	True	True
HGNC:10808	SGCE	sarcoglycan epsilon	protein-coding gene	gene with protein product	Approved	7q21.3	07q21.3			DYT11				1999-01-11		2015-11-13	2023-01-20	8910	ENSG00000127990	OTTHUMG00000022828	uc003unl.3	AF036364	NM_001099400		O43556	9475163|9405466	True	True
HGNC:10809	SGCG	sarcoglycan gamma	protein-coding gene	gene with protein product	Approved	13q12.12	13q12.12	SCARMD2|DAGA4|SCG3|DMDA|TYPE|A4|MGC130048	Maghrebian myopathy (autosomal recessive)|35kD dystrophin-associated glycoprotein|limb girdle muscular dystrophy 2C (Duchenne-like muscular dystrophy, autosomal recessive)|gamma sarcoglycan	DMDA1|MAM|LGMD2C	sarcoglycan, gamma (35kDa dystrophin-associated glycoprotein)			1997-07-22		2015-11-13	2023-01-20	6445	ENSG00000102683	OTTHUMG00000016563	uc001uom.3	U34976	NM_000231	CCDS9299	Q13326	8968757	True	True
HGNC:28395	SGMS2	sphingomyelin synthase 2	protein-coding gene	gene with protein product	Approved	4q25	04q25	MGC26963|SMS2						2007-03-15			2023-01-20	166929	ENSG00000164023	OTTHUMG00000131811	uc003hyl.6	BC041369	NM_152621	CCDS3677	Q8NHU3	14685263	True	True
HGNC:25088	SGO1	shugoshin 1	protein-coding gene	gene with protein product	Approved	3p24.3	03p24.3	NY-BR-85		SGOL1	shugoshin-like 1 (S. pombe)			2004-04-05	2016-03-18	2016-03-18	2023-01-20	151648	ENSG00000129810	OTTHUMG00000130479	uc003cbw.4	BC001339	NM_138484		Q5FBB7	12747765	True	True
HGNC:10817	SGPL1	sphingosine-1-phosphate lyase 1	protein-coding gene	gene with protein product	Approved	10q22.1	10q22.1	SPL						1999-02-03			2023-01-20	8879	ENSG00000166224	OTTHUMG00000018421	uc001jrm.4	AI128825	NM_003901	CCDS31216	O95470	9464245|17090686	True	True
HGNC:10818	SGSH	N-sulfoglucosamine sulfohydrolase	protein-coding gene	gene with protein product	Approved	17q25.3	17q25.3	HSS|MPS3A|SFMD	sulfamidase|mucopolysaccharidosis type IIIA			Sulfatases	410	1997-06-24		2008-07-31	2023-01-20	6448	ENSG00000181523	OTTHUMG00000177569	uc002jxz.5	BC047318	NM_000199	CCDS11770	P51688	7493035	True	True
HGNC:29605	SH2B3	SH2B adaptor protein 3	protein-coding gene	gene with protein product	Approved	12q24.12	12q24.12	LNK|IDDM20	lymphocyte adaptor protein			Pleckstrin homology domain containing|SH2 domain containing	682|741	2006-07-04			2023-01-20	10019	ENSG00000111252	OTTHUMG00000169550	uc001tse.3	AF055581	NM_005475	CCDS9153|CCDS76602	Q9UQQ2	10799879	True	False
HGNC:10820	SH2D1A	SH2 domain containing 1A	protein-coding gene	gene with protein product	Approved	Xq25	Xq25	XLP|MTCP1|DSHP|XLPD|EBVS|SAP	Duncan's disease	IMD5|LYP	lymphoproliferative syndrome|SH2 domain protein 1A	SH2 domain containing	741	1989-06-30		2010-04-21	2023-01-20	4068	ENSG00000183918	OTTHUMG00000022344	uc004euf.6	AL023657	NM_002351		O60880	9771704|9774102	True	True
HGNC:10825	SH3BP2	SH3 domain binding protein 2	protein-coding gene	gene with protein product	Approved	4p16.3	04p16.3	RES4-23|CRBM			Cherubism	Pleckstrin homology domain containing|SH2 domain containing	682|741	1996-08-01		2016-04-28	2023-01-20	6452	ENSG00000087266	OTTHUMG00000160801	uc003gfi.5	BC022996	NM_003023		P78314	9299232|11381256	True	True
HGNC:29242	SH3PXD2B	SH3 and PX domains 2B	protein-coding gene	gene with protein product	Approved	5q35.1	05q35.1	FLJ20831		KIAA1295	KIAA1295			2004-04-16	2006-02-13	2006-02-13	2023-01-20	285590	ENSG00000174705	OTTHUMG00000163280	uc003mbr.3	AK095834	NM_017963	CCDS34291|CCDS78084	A1X283	10718198	True	True
HGNC:29427	SH3TC2	SH3 domain and tetratricopeptide repeats 2	protein-coding gene	gene with protein product	Approved	5q32	05q32	KIAA1985|CMT4C				Tetratricopeptide repeat domain containing|MicroRNA protein coding host genes	769|1691	2004-12-15			2023-01-20	79628	ENSG00000169247	OTTHUMG00000129930	uc003lpu.4	AK127248	NM_024577	CCDS4293	Q8TF17	14574644	True	True
HGNC:15474	SHANK1	SH3 and multiple ankyrin repeat domains 1	protein-coding gene	gene with protein product	Approved	19q13.33	19q13.33	SSTRIP|SPANK-1|synamon	somatostatin receptor-interacting protein			Ankyrin repeat domain containing|Sterile alpha motif domain containing|PDZ domain containing	403|760|1220	2002-02-22			2023-01-20	50944	ENSG00000161681	OTTHUMG00000137380	uc002psx.1	AF163302	NM_016148	CCDS12799	Q9Y566	10551867	False	True
HGNC:14295	SHANK2	SH3 and multiple ankyrin repeat domains 2	protein-coding gene	gene with protein product	Approved	11q13.3-q13.4	11q13.3-q13.4	CTTNBP1|ProSAP1|SHANK|SPANK-3		CORTBP1	cortactin binding protein 1	Ankyrin repeat domain containing|Sterile alpha motif domain containing|PDZ domain containing|MicroRNA protein coding host genes	403|760|1220|1691	2002-02-22			2023-03-15	22941	ENSG00000162105	OTTHUMG00000154615	uc058etp.1	AF141901	NM_012309	CCDS91527	Q9UPX8	10506216	False	True
HGNC:14294	SHANK3	SH3 and multiple ankyrin repeat domains 3	protein-coding gene	gene with protein product	Approved	22q13.33	22q13.33	SPANK-2|prosap2|KIAA1650|PSAP2	proline rich synapse associated protein 2|shank3 postsynaptic density protein			Ankyrin repeat domain containing|Sterile alpha motif domain containing|PDZ domain containing	403|760|1220	2002-02-22			2023-03-15	85358	ENSG00000251322	OTTHUMG00000150169	uc062fon.2	AB051437	NM_001080420		Q9BYB0	11258795|11431708|10806096|17173049	True	True
HGNC:25321	SHARPIN	SHANK associated RH domain interactor	protein-coding gene	gene with protein product	Approved	8q24.3	08q24.3	DKFZP434N1923|SIPL1				Zinc fingers RANBP2-type|Linear ubiquitin chain assembly complex 	89|1390	2005-08-09		2015-11-20	2023-01-20	81858	ENSG00000179526	OTTHUMG00000165243	uc003zba.4	AL136816	NM_030974	CCDS43777	Q9H0F6	11178875|12753155	True	False
HGNC:10848	SHH	sonic hedgehog signaling molecule	protein-coding gene	gene with protein product	Approved	7q36.3	07q36.3	HHG1|SMMCI|TPT|TPTPS|MCOPCB5		HPE3|HLP3	sonic hedgehog (Drosophila) homolog	Hedgehog signaling molecule family	1373	1995-03-10		2018-11-15	2023-01-20	6469	ENSG00000164690	OTTHUMG00000151349	uc003wmk.2		NM_000193	CCDS5942	Q15465	7590746	True	True
HGNC:10852	SHMT2	serine hydroxymethyltransferase 2	protein-coding gene	gene with protein product	Approved	12q13.3	12q13.3	mSHMT	mitochondrial serine hydroxymethyltransferase	SHMT	serine hydroxymethyltransferase 2 (mitochondrial)	Serine hydroxymethyltransferase family	2142	1986-01-01		2016-03-11	2023-01-20	6472	ENSG00000182199	OTTHUMG00000171246	uc001snf.3	AK223555	NM_005412		P34897	8999870|29452640	True	True
HGNC:26535	SHOC1	shortage in chiasmata 1	protein-coding gene	gene with protein product	Approved	9q31.3	09q31.3	FLJ32779|Zip2|MZIP2	Zip2 homolog (S. cerevisiae)	C9orf84	chromosome 9 open reading frame 84			2004-01-29	2018-10-12	2018-10-12	2023-10-20	158401	ENSG00000165181	OTTHUMG00000020495	uc004bfr.5	AL833535	NM_173521		Q5VXU9	21771883|29742103	True	False
HGNC:15454	SHOC2	SHOC2 leucine rich repeat scaffold protein	protein-coding gene	gene with protein product	Approved	10q25.2	10q25.2	KIAA0862|SOC2|SUR-8|SOC-2|SUR8			soc-2 (suppressor of clear, C.elegans) homolog|soc-2 suppressor of clear homolog (C. elegans)|SHOC2 leucine-rich repeat scaffold protein|SHOC2, leucine rich repeat scaffold protein	MicroRNA protein coding host genes	1691	2001-03-30		2019-01-22	2023-01-20	8036	ENSG00000108061	OTTHUMG00000019047	uc001kzl.5	AB020669	NM_007373	CCDS7568|CCDS58095	Q9UQ13	9618511|9674433|10783161	True	True
HGNC:10853	SHOX	SHOX homeobox	protein-coding gene	gene with protein product	Approved	Xp22.33 and Yp11.32	Xp22.33 and Yp11.32	PHOG|GCFX|SS|SHOXY|SHOX1	pseudoautosomal homeobox-containing osteogenic gene		short stature homeobox	PRD class homeoboxes and pseudogenes|Pseudoautosomal region 1	521|715	1998-06-05		2023-06-01	2023-06-01	6473	ENSG00000185960	OTTHUMG00000021053	uc004fou.1	U82668	NM_000451		O15266	9259282|9140395	True	True
HGNC:25543	SHQ1	SHQ1, H/ACA ribonucleoprotein assembly factor	protein-coding gene	gene with protein product	Approved	3p13	03p13	FLJ10539|Shq1p			SHQ1 homolog (S. cerevisiae)			2005-02-08		2013-01-08	2023-01-20	55164	ENSG00000144736	OTTHUMG00000158814	uc003dpf.4	BC025270	NM_018130	CCDS33788	Q6PI26	19383767|25553844	True	True
HGNC:10856	SI	sucrase-isomaltase	protein-coding gene	gene with protein product	Approved	3q26.1	03q26.1		Oligosaccharide alpha-1,6-glucosidase|Oligo-1,6-glucosidase|alpha-glucosidase|Alpha-methylglucosidase		sucrase-isomaltase (alpha-glucosidase)	Glycoside hydrolase family 31	1413	1986-01-01		2016-04-05	2023-01-20	6476	ENSG00000090402	OTTHUMG00000158065	uc003fei.3	X63597	NM_001041	CCDS3196	P14410	2962903|1353958	True	True
HGNC:10857	SIAH1	siah E3 ubiquitin protein ligase 1	protein-coding gene	gene with protein product	Approved	16q12.1	16q12.1	hSIAH1			seven in absentia homolog 1 (Drosophila)	Ring finger proteins	58	1997-09-12		2012-02-23	2023-01-20	6477	ENSG00000196470	OTTHUMG00000175417	uc002efo.3	U76247	NM_001006610		Q8IUQ4	9403064|9334332	True	False
HGNC:8157	SIGMAR1	sigma non-opioid intracellular receptor 1	protein-coding gene	gene with protein product	Approved	9p13.3	09p13.3	SR-BP1		OPRS1	opioid receptor, sigma 1			1993-03-11	2008-12-18	2008-12-18	2023-03-15	10280	ENSG00000147955	OTTHUMG00000019829	uc003zvb.5	BC004899	NM_005866		Q99720	8954936|9453537	False	True
HGNC:11142	SIK1	salt inducible kinase 1	protein-coding gene	gene with protein product	Approved	21q22.3	21q22.3	msk	myocardial SNF1-like kinase	SNF1LK	SNF1-like kinase	SIK family kinases	2131	2000-05-23	2008-12-23	2015-11-23	2023-01-20	150094	ENSG00000142178	OTTHUMG00000086874	uc002zdf.4	BC038504	NM_173354	CCDS33575	P57059	7893599	True	True
HGNC:29165	SIK3	SIK family kinase 3	protein-coding gene	gene with protein product	Approved	11q23.3	11q23.3	FLJ12240|L19|KIAA0999|QSK	salt-inducible kinase 3			SIK family kinases	2131	2009-09-04			2023-01-20	23387	ENSG00000160584	OTTHUMG00000066628	uc001ppy.5	AB023216	NM_025164		Q9Y2K2	10231032|8889548	False	True
HGNC:24624	SIL1	SIL1 nucleotide exchange factor	protein-coding gene	gene with protein product	Approved	5q31.2	05q31.2	BAP|ULG5		MSS	Marinesco-Sjogren syndrome|SIL1 homolog, endoplasmic reticulum chaperone (S. cerevisiae)	Armadillo like helical domain containing	1492	2005-09-01		2013-08-21	2023-01-20	64374	ENSG00000120725	OTTHUMG00000129226	uc003ldp.4	AK075177	NM_022464	CCDS4209	Q9H173	11101517|12356756|16282977	True	True
HGNC:10882	SIM1	SIM bHLH transcription factor 1	protein-coding gene	gene with protein product	Approved	6q16.3	06q16.3	bHLHe14			single-minded (Drosophila) homolog 1|single-minded homolog 1 (Drosophila)|single-minded family bHLH transcription factor 1	Basic helix-loop-helix proteins|PAS domain containing	420|2127	1997-07-22		2018-04-20	2023-01-20	6492	ENSG00000112246	OTTHUMG00000015275	uc063qgu.1	U70212	NM_005068	CCDS5045	P81133	9199934|11448938	False	True
HGNC:19353	SIN3A	SIN3 transcription regulator family member A	protein-coding gene	gene with protein product	Approved	15q24.2	15q24.2	KIAA0700|DKFZP434K2235			SIN3 homolog A, transcription regulator (yeast)|SIN3 transcription regulator homolog A (yeast)	EMSY complex|SIN3 histone deacetylase complex subunits	1243|1306	2002-10-09		2013-08-21	2023-01-20	25942	ENSG00000169375	OTTHUMG00000142834	uc010uml.3	AK027559	NM_015477	CCDS10279	Q96ST3	10773092|7601471	True	True
HGNC:19354	SIN3B	SIN3 transcription regulator family member B	protein-coding gene	gene with protein product	Approved	19p13.11	19p13.11	KIAA0700	Paired amphipathic helix protein Sin3b		SIN3 homolog B, transcription regulator (yeast)|SIN3 transcription regulator homolog B (yeast)	EMSY complex|SIN3 histone deacetylase complex subunits	1243|1306	2002-10-09		2013-08-21	2023-10-05	23309	ENSG00000127511	OTTHUMG00000182642	uc002nez.3	AB014600	NM_015260		O75182	9734811|37137925	False	True
HGNC:10887	SIX1	SIX homeobox 1	protein-coding gene	gene with protein product	Approved	14q23.1	14q23.1			DFNA23	sine oculis homeobox (Drosophila) homolog 1|sine oculis homeobox homolog 1 (Drosophila)|deafness, autosomal dominant 23	SINE class homeoboxes	525	1995-09-29		2007-07-13	2023-01-20	6495	ENSG00000126778	OTTHUMG00000140334	uc001xfb.5	X91868	NM_001425142	CCDS9748	Q15475	8617500|15141091	True	True
HGNC:10888	SIX2	SIX homeobox 2	protein-coding gene	gene with protein product	Approved	2p21	02p21				sine oculis homeobox (Drosophila) homolog 2|sine oculis homeobox homolog 2 (Drosophila)	SINE class homeoboxes	525	1999-04-15		2007-07-13	2023-01-20	10736	ENSG00000170577	OTTHUMG00000152421	uc002ruo.4	AF136939	NM_016932	CCDS1822	Q9NPC8	10773454	False	True
HGNC:10889	SIX3	SIX homeobox 3	protein-coding gene	gene with protein product	Approved	2p21	02p21			HPE2	holoprosencephaly 2, alobar or semilobar|sine oculis homeobox homolog 3 (Drosophila)	SINE class homeoboxes	525	1998-04-21		2007-07-13	2023-01-20	6496	ENSG00000138083	OTTHUMG00000152424	uc002run.2	AF092047	NM_005413	CCDS1821	O95343	9889003|10369266	True	True
HGNC:10891	SIX5	SIX homeobox 5	protein-coding gene	gene with protein product	Approved	19q13.32	19q13.32			DMAHP	sine oculis homeobox (Drosophila) homolog 5|sine oculis homeobox homolog 5 (Drosophila)	SINE class homeoboxes	525	1997-05-29		2007-07-13	2023-01-20	147912	ENSG00000177045	OTTHUMG00000172208	uc002pdb.4	L08835	NM_175875	CCDS12673	Q8N196	8595416	True	True
HGNC:10892	SIX6	SIX homeobox 6	protein-coding gene	gene with protein product	Approved	14q23.1	14q23.1	Six9		OPTX2	sine oculis homeobox (Drosophila) homolog 6|sine oculis homeobox homolog 6 (Drosophila)	SINE class homeoboxes	525	1998-04-21		2007-07-13	2023-01-20	4990	ENSG00000184302	OTTHUMG00000152339	uc001xfa.5	AF141651	NM_007374	CCDS9747	O95475	10512683	True	True
HGNC:10896	SKI	SKI proto-oncogene	protein-coding gene	gene with protein product	Approved	1p36.33-p36.32	01p36.33-p36.32		Sloan-Kettering Institute proto-oncogene		v-ski avian sarcoma viral oncogene homolog	SKI transcriptional corepressors	748	2001-06-22		2014-06-25	2023-01-20	6497	ENSG00000157933	OTTHUMG00000001407	uc001aja.5	X15218	NM_003036	CCDS39	P12755	2762147	True	True
HGNC:10898	SKIC2	SKI2 subunit of superkiller complex	protein-coding gene	gene with protein product	Approved	6p21.33	06p21.33	HLP|DDX13|SKI2W|170A|SKIV2L1|SKI2		SKIV2|SKIV2L	superkiller viralicidic activity 2 (S. cerevisiae homolog)-like|superkiller viralicidic activity 2-like (S. cerevisiae)|SKI2 homolog, superkiller viralicidic activity 2-like|Ski2 like RNA helicase	Ski2 like RNA helicases|SKI complex subunits	1559|2119	1995-07-06	2022-06-09	2022-06-09	2023-01-20	6499	ENSG00000204351	OTTHUMG00000031146	uc003nyn.2		NM_006929	CCDS4731	Q15477	7759100|9799600	True	True
HGNC:23639	SKIC3	SKI3 subunit of superkiller complex	protein-coding gene	gene with protein product	Approved	5q15	05q15	THES|SKI3	thespin|SKI complex component SKI3 (S. cerevisiae)	KIAA0372|TTC37	KIAA0372|tetratricopeptide repeat domain 37	Tetratricopeptide repeat domain containing|SKI complex subunits	769|2119	2003-12-17	2022-06-09	2022-06-09	2023-01-20	9652	ENSG00000198677	OTTHUMG00000121165	uc003klb.4	AB002370	NM_014639	CCDS4072	Q6PGP7	9205841|20176027	True	True
HGNC:10939	SLC1A1	solute carrier family 1 member 1	protein-coding gene	gene with protein product	Approved	9p24.2	09p24.2	EAAC1|EAAT3|hEAAC1	Excitatory amino acid transporter 3|excitatory amino acid carrier 1		solute carrier family 1 (neuronal/epithelial high affinity glutamate transporter, system Xag), member 1	Solute carrier family 1	2154	1994-02-15		2016-02-17	2023-01-20	6505	ENSG00000106688	OTTHUMG00000019468	uc003zij.3		NM_004170	CCDS6452	P43005	8020993|21123949	True	True
HGNC:10940	SLC1A2	solute carrier family 1 member 2	protein-coding gene	gene with protein product	Approved	11p13	11p13	GLT-1|GLT1|EAAT2|HBGT	glutamate transporter-1|Excitatory amino acid transporter 2|human brain glutamate transporter		solute carrier family 1 (glial high affinity glutamate transporter), member 2	Solute carrier family 1	2154	1994-02-15		2016-02-17	2023-01-20	6506	ENSG00000110436	OTTHUMG00000044391	uc001mwd.4	AB209444	NM_004171	CCDS31459|CCDS55756	P43004	1448170|26690923|27476654	True	True
HGNC:10941	SLC1A3	solute carrier family 1 member 3	protein-coding gene	gene with protein product	Approved	5p13.2	05p13.2	EAAT1|GLAST|EA6|GLAST1|GLAST-1	excitatory amino acid transporter 1|glutamate/aspartate transporter 1		solute carrier family 1 (glial high affinity glutamate transporter), member 3	Solute carrier family 1	2154	1994-02-15		2016-02-17	2023-01-20	6507	ENSG00000079215	OTTHUMG00000090793	uc003jkj.4		NM_004172		P43003	7521911|7698014|8647279|32741053	True	True
HGNC:10942	SLC1A4	solute carrier family 1 member 4	protein-coding gene	gene with protein product	Approved	2p14	02p14	SATT|ASCT1|ASCT-1	alanine/serine/cysteine/threonine transporter|neutral amino acid transporter A		solute carrier family 1 (glutamate/neutral amino acid transporter), member 4	Solute carrier family 1	2154	1993-12-16		2016-02-17	2023-03-15	6509	ENSG00000115902	OTTHUMG00000129537	uc010yqa.3		NM_003038		P43007	7896285|8910405|26041762	True	True
